wals.code	glottocode	name	latitude	longitude	macroarea	genus	family	sample 100	sample 200
tmc	timu1245	Timucua	30.25	-82.5	North America	Timucua	Timucua	FALSE	FALSE
twe	lowl1265	Tarahumara (Western)	27.5	-108	North America	Tarahumaran	Uto-Aztecan	FALSE	FALSE
tce	cent2131	Tarahumara (Central)	27.5	-107.5	North America	Tarahumaran	Uto-Aztecan	FALSE	FALSE
chp	chip1261	Chipewyan	59	-106	North America	Athapaskan	Na-Dene	FALSE	FALSE
cmy	taba1266	Chontal Maya	18.16666667	-92.58333333	North America	Mayan	Mayan	FALSE	FALSE
chx	lowl1260	Chontal (Huamelultec Oaxaca)	16	-95.75	North America	Tequistlatecan	Tequistlatecan	FALSE	FALSE
cho	high1242	Chontal (Highland)	16.25	-95.75	North America	Tequistlatecan	Tequistlatecan	FALSE	FALSE
pcm	poqo1253	Poqomam	14.66666667	-90.5	North America	Mayan	Mayan	FALSE	FALSE
cmx	como1259	Comox	50.16666667	-125	North America	Central Salish	Salishan	FALSE	FALSE
pno	nort2954	Paiute (Northern)	42	-118	North America	Numic	Uto-Aztecan	FALSE	FALSE
pba	pima1248	Pima Bajo	29	-111	North America	Tepiman	Uto-Aztecan	FALSE	FALSE
yur	yuro1248	Yurok	41.33333333	-124	North America	Yurok	Algic	FALSE	TRUE
twn	nort1550	Tiwa (Northern)	36.5	-105.5	North America	Kiowa-Tanoan	Kiowa-Tanoan	FALSE	FALSE
nat	natc1249	Natchez	31.75	-91.33333333	North America	Natchez	Natchez	FALSE	FALSE
tnl	lowe1425	Tanana (Lower)	65	-150	North America	Athapaskan	Na-Dene	FALSE	FALSE
ksh	kash1280	Kashaya	38.66666667	-123.3333333	North America	Pomoan	Hokan	FALSE	FALSE
ser	seri1257	Seri	29	-112	North America	Seri	Hokan	FALSE	FALSE
lac	laca1243	Lacandón	17	-91.5	North America	Mayan	Mayan	FALSE	FALSE
nit	diti1235	Nitinaht	48.66666667	-124.75	North America	Southern Wakashan	Wakashan	FALSE	FALSE
lui	luis1253	Luiseño	33.33333333	-117.1666667	North America	California Uto-Aztecan	Uto-Aztecan	FALSE	FALSE
srr	serr1255	Serrano	34.5	-117	North America	California Uto-Aztecan	Uto-Aztecan	FALSE	FALSE
die	kumi1248	Diegueño (Mesa Grande)	32.66666667	-116.1666667	North America	Yuman	Hokan	FALSE	FALSE
tja	kumi1248	Tiipay (Jamul)	32.16666667	-116.5	North America	Yuman	Hokan	FALSE	FALSE
eud	opat1246	Eudeve	29.16666667	-109.6666667	North America	Opata-Eudeve	Uto-Aztecan	FALSE	FALSE
ess	esse1238	Esselen	36.25	-121.75	North America	Esselen	Esselen	FALSE	FALSE
say	sayu1241	Sayula Popoluca	17.83333333	-95	North America	Mixe-Zoque	Mixe-Zoque	FALSE	FALSE
kio	kiow1266	Kiowa	37	-99	North America	Kiowa-Tanoan	Kiowa-Tanoan	TRUE	TRUE
ram	rama1270	Rama	11.75	-83.75	North America	Rama	Chibchan	TRUE	TRUE
cwe	colu1241	Columbia-Wenatchi	47.5	-120	North America	Interior Salish	Salishan	FALSE	FALSE
hno	nort2938	Haida (Northern)	54	-132.5	North America	Haida	Haida	FALSE	FALSE
hai	haid1248	Haida	53	-132	North America	Haida	Haida	FALSE	TRUE
nhh	huas1257	Nahuatl (Huasteca)	22	-99	North America	Aztecan	Uto-Aztecan	FALSE	FALSE
nhm	mich1245	Nahuatl (Michoacán)	18.5	-103	North America	Aztecan	Uto-Aztecan	FALSE	FALSE
nhn	nort2957	Nahuatl (North Puebla)	20	-98.25	North America	Aztecan	Uto-Aztecan	FALSE	FALSE
nht	tete1251	Nahuatl (Tetelcingo)	19.66666667	-99	North America	Aztecan	Uto-Aztecan	FALSE	TRUE
nmi	isth1242	Nahuatl (Mecayapan Isthmus)	18.25	-94.83333333	North America	Aztecan	Uto-Aztecan	FALSE	FALSE
npa	isth1241	Nahuatl (Pajapan)	18.25	-94.75	North America	Aztecan	Uto-Aztecan	FALSE	FALSE
nsz	high1278	Nahuatl (Sierra de Zacapoaxtla)	19.58333333	-97.33333333	North America	Aztecan	Uto-Aztecan	FALSE	FALSE
nhx	guer1241	Nahuatl (Xalitla)	18	-99.5	North America	Aztecan	Uto-Aztecan	FALSE	FALSE
nhp	poch1244	Nahuatl (Pochutla)	15.75	-96.5	North America	Aztecan	Uto-Aztecan	FALSE	FALSE
nhc	cent2132	Nahuatl (Central)	19	-98.25	North America	Aztecan	Uto-Aztecan	FALSE	FALSE
chl	uppe1439	Chehalis (Upper)	46.58333333	-123	North America	Tsamosan	Salishan	FALSE	FALSE
toj	tojo1241	Tojolabal	16.33333333	-91.5	North America	Mayan	Mayan	FALSE	FALSE
cch	choc1279	Chocho	17.66666667	-97.41666667	North America	Popolocan	Oto-Manguean	FALSE	FALSE
nev	toho1245	Nevome	31	-112.5	North America	Tepiman	Uto-Aztecan	FALSE	FALSE
ood	toho1245	O'odham	32	-112	North America	Tepiman	Uto-Aztecan	FALSE	FALSE
cin	ines1240	Chumash (Ineseño)	34.66666667	-120.25	North America	Chumash	Chumash	FALSE	FALSE
cba	barb1263	Chumash (Barbareño)	34.5	-120.25	North America	Chumash	Chumash	FALSE	FALSE
amz	guer1243	Amuzgo	16.83333333	-98	North America	Amuzgoan	Oto-Manguean	FALSE	FALSE
ale	aleu1260	Aleut	54	-166	North America	Aleut	Eskimo-Aleut	FALSE	FALSE
aea	aleu1260	Aleut (Eastern)	54.75	-164	North America	Aleut	Eskimo-Aleut	FALSE	FALSE
cyn	chey1247	Cheyenne	47	-95	North America	Algonquian	Algic	FALSE	FALSE
htc	huas1242	Huastec	22.08333333	-99.33333333	North America	Mayan	Mayan	FALSE	FALSE
mhc	mohe1244	Mahican	42.66666667	-73.5	North America	Algonquian	Algic	FALSE	FALSE
mcs	cent2140	Miwok (Central Sierra)	38	-120.3333333	North America	Miwok	Penutian	FALSE	FALSE
ill	miam1252	Illinois	40	-90	North America	Algonquian	Algic	FALSE	FALSE
wik	yoku1256	Wikchamni	36.41666667	-119.0833333	North America	Yokuts	Penutian	FALSE	FALSE
ywl	yoku1256	Yawelmani	35.41666667	-119	North America	Yokuts	Penutian	FALSE	FALSE
mxa	atat1238	Mixtec (Atatlahuca)	17	-97.75	North America	Mixtecan	Oto-Manguean	FALSE	FALSE
mxc	sanm1295	Mixtec (Chalcatongo)	17.05	-97.58333333	North America	Mixtecan	Oto-Manguean	TRUE	TRUE
mxj	pino1237	Mixtec (Jicaltepec)	16.33333333	-98	North America	Mixtecan	Oto-Manguean	FALSE	FALSE
mxo	ocot1243	Mixtec (Ocotepec)	17.16666667	-97.75	North America	Mixtecan	Oto-Manguean	FALSE	FALSE
mxp	peno1244	Mixtec (Peñoles)	17.08333333	-96.91666667	North America	Mixtecan	Oto-Manguean	FALSE	FALSE
mxy	yoso1239	Mixtec (Yosondúa)	16.91666667	-97.58333333	North America	Mixtecan	Oto-Manguean	FALSE	FALSE
mxt	ayut1236	Mixtec (Ayutla)	16.91666667	-99.16666667	North America	Mixtecan	Oto-Manguean	FALSE	FALSE
mxz	coat1241	Mixtec (Coatzospan)	18.08333333	-96.58333333	North America	Mixtecan	Oto-Manguean	FALSE	FALSE
mja	jami1235	Mixtec (Jamiltepec)	16.25	-97.83333333	North America	Mixtecan	Oto-Manguean	FALSE	FALSE
mxm	sanm1295	Mixtec (Molinos)	17	-97.58333333	North America	Mixtecan	Oto-Manguean	FALSE	FALSE
mxu	chay1249	Mixtec (Chayuco)	16.41666667	-97.83333333	North America	Mixtecan	Oto-Manguean	FALSE	FALSE
mjc	sanj1281	Mixtec (San Juan Colorado)	16.5	-98	North America	Mixtecan	Oto-Manguean	FALSE	FALSE
mxl	alac1244	Mixtec (Alacatlatzala)	17.25	-98.58333333	North America	Mixtecan	Oto-Manguean	FALSE	FALSE
pwn	pawn1254	Pawnee	41	-98.66666667	North America	Caddoan	Caddoan	FALSE	FALSE
lus	lush1252	Lushootseed	48	-122	North America	Central Salish	Salishan	FALSE	FALSE
mkb	coas1301	Miwok (Bodega)	38.33333333	-123	North America	Miwok	Penutian	FALSE	FALSE
hei	heil1246	Heiltsuk	52	-127.5	North America	Northern Wakashan	Wakashan	FALSE	FALSE
tol	toll1241	Tol	14.66666667	-87	North America	Tol	Tol	FALSE	FALSE
lil	lill1248	Lillooet	50.75	-122	North America	Interior Salish	Salishan	FALSE	FALSE
hlu	halk1245	Halkomelem (Upriver)	49.25	-121.9166667	North America	Central Salish	Salishan	FALSE	FALSE
kyn	koyu1237	Koyukon	65	-155	North America	Athapaskan	Na-Dene	FALSE	FALSE
hsl	hais1244	Haisla	54	-128.75	North America	Northern Wakashan	Wakashan	FALSE	FALSE
zqc	copa1236	Zoque (Copainalá)	17	-93.25	North America	Mixe-Zoque	Mixe-Zoque	TRUE	TRUE
zqo	copa1236	Zoque (Ostuacan)	17.41666667	-93.3	North America	Mixe-Zoque	Mixe-Zoque	FALSE	FALSE
zfl	fran1266	Zoque (Francisco León)	17.33333333	-93.25	North America	Mixe-Zoque	Mixe-Zoque	FALSE	FALSE
zqr	rayo1235	Zoque (Rayon)	17.08333333	-93	North America	Mixe-Zoque	Mixe-Zoque	FALSE	FALSE
zch	chim1300	Zoque (Chimalapa)	16.75	-94.75	North America	Mixe-Zoque	Mixe-Zoque	FALSE	FALSE
pip	pipi1250	Pipil	13.83333333	-89.58333333	North America	Aztecan	Uto-Aztecan	FALSE	FALSE
cab	cabe1245	Cabécar	9.75	-83.41666667	North America	Talamanca	Chibchan	FALSE	FALSE
mar	mari1440	Maricopa	33.16666667	-113.1666667	North America	Yuman	Hokan	TRUE	TRUE
shu	shus1248	Shuswap	52	-120	North America	Interior Salish	Salishan	FALSE	FALSE
atq	paci1278	Alutiiq	57	-157	North America	Eskimo	Eskimo-Aleut	FALSE	FALSE
mam	mamm1241	Mam	15	-91.83333333	North America	Mayan	Mayan	FALSE	FALSE
tsh	pana1305	Tümpisa Shoshone	37	-117	North America	Numic	Uto-Aztecan	FALSE	FALSE
swr	shos1248	Shoshone (Wind River)	43.41666667	-108.8333333	North America	Numic	Uto-Aztecan	FALSE	FALSE
sho	shos1248	Shoshone	41	-114	North America	Numic	Uto-Aztecan	FALSE	FALSE
que	quec1382	Quechan	32.83333333	-114.3333333	North America	Yuman	Hokan	FALSE	FALSE
tlp	acat1239	Tlapanec	17.08333333	-99	North America	Subtiaba-Tlapanec	Oto-Manguean	FALSE	FALSE
mdn	mand1446	Mandan	46.5	-102.5	North America	Core Siouan	Siouan	FALSE	FALSE
ats	atsu1245	Atsugewi	40.75	-121	North America	Palaihnihan	Hokan	FALSE	FALSE
unm	unam1242	Unami	40	-75.16666667	North America	Algonquian	Algic	FALSE	FALSE
mwl	lake1258	Miwok (Lake)	38.91666667	-122.6666667	North America	Miwok	Penutian	FALSE	FALSE
ckl	chin1286	Chinook (Lower)	46.25	-123.5	North America	Chinookan	Penutian	FALSE	FALSE
nnt	nant1249	Nanticoke	38	-76.25	North America	Algonquian	Algic	FALSE	FALSE
mse	muns1251	Munsee	41.5	-74.66666667	North America	Algonquian	Algic	FALSE	FALSE
abm	alab1237	Alabama	32.33333333	-87.41666667	North America	Muskogean	Muskogean	FALSE	FALSE
cct	choc1276	Choctaw	32.25	-88.5	North America	Muskogean	Muskogean	FALSE	FALSE
cmh	utes1238	Chemehuevi	34.33333333	-115.1666667	North America	Numic	Uto-Aztecan	FALSE	FALSE
aht	ahte1237	Ahtna	62	-145	North America	Athapaskan	Na-Dene	FALSE	FALSE
mwn	nort2968	Miwok (Northern Sierra)	38.33333333	-120.6666667	North America	Miwok	Penutian	FALSE	FALSE
cso	west2644	Chatino (Sierra Occidental)	16.25	-97.33333333	North America	Zapotecan	Oto-Manguean	FALSE	FALSE
cya	west2644	Chatino (Yaitepec)	16.25	-97.25	North America	Zapotecan	Oto-Manguean	FALSE	FALSE
ctt	tata1258	Chatino (Tataltepec)	16.16666667	-97.58333333	North America	Zapotecan	Oto-Manguean	FALSE	FALSE
cht	nopa1235	Chatino (Nopala)	16.08333333	-97.16666667	North America	Zapotecan	Oto-Manguean	FALSE	FALSE
grj	huar1255	Guarijío	27.75	-108.6666667	North America	Tarahumaran	Uto-Aztecan	FALSE	FALSE
cup	cupe1243	Cupeño	33.16666667	-116.5	North America	California Uto-Aztecan	Uto-Aztecan	FALSE	FALSE
maz	maza1293	Mazahua	19.41666667	-99.91666667	North America	Otomian	Oto-Manguean	FALSE	FALSE
wnb	hoch1243	Winnebago	43.5	-88.5	North America	Core Siouan	Siouan	FALSE	FALSE
mop	mopa1243	Mopan	16.58333333	-88.66666667	North America	Mayan	Mayan	FALSE	FALSE
snc	sene1264	Seneca	42.5	-77.5	North America	Northern Iroquoian	Iroquoian	FALSE	FALSE
cro	crow1244	Crow	47	-108	North America	Core Siouan	Siouan	FALSE	FALSE
klm	klam1254	Klamath	42.5	-121.5	North America	Klamath-Modoc	Penutian	FALSE	FALSE
ccm	coma1246	Chinantec (Comaltepec)	17.58333333	-96.41666667	North America	Chinantecan	Oto-Manguean	FALSE	FALSE
cle	leal1235	Chinantec (Lealao)	17.33333333	-95.91666667	North America	Chinantecan	Oto-Manguean	FALSE	TRUE
cpl	pala1351	Chinantec (Palantla)	18.83333333	-96.75	North America	Chinantecan	Oto-Manguean	FALSE	FALSE
chq	quio1240	Chinantec (Quiotepec)	17.58333333	-96.66666667	North America	Chinantecan	Oto-Manguean	FALSE	FALSE
csc	soch1239	Chinantec (Sochiapan)	17.75	-96.66666667	North America	Chinantecan	Oto-Manguean	FALSE	FALSE
cte	tepe1279	Chinantec (Tepetotutla)	17.83333333	-96.5	North America	Chinantecan	Oto-Manguean	FALSE	FALSE
csf	usil1237	Chinantec (San Felipe Usila)	17.91666667	-96.5	North America	Chinantecan	Oto-Manguean	FALSE	FALSE
apw	west2615	Apache (Western)	33.75	-110	North America	Athapaskan	Na-Dene	FALSE	FALSE
jak	popt1235	Jakaltek	15.66666667	-91.66666667	North America	Mayan	Mayan	TRUE	TRUE
hup	hupa1239	Hupa	41.08333333	-123.6666667	North America	Athapaskan	Na-Dene	FALSE	FALSE
twa	twan1247	Twana	47.66666667	-122.75	North America	Central Salish	Salishan	FALSE	FALSE
wap	wapp1239	Wappo	38.5	-122.5	North America	Wappo	Wappo-Yukian	FALSE	FALSE
cjo	chic1272	Chichimeca-Jonaz	21.66666667	-100.5	North America	Chichimec	Oto-Manguean	FALSE	FALSE
knw	nort2951	Konkow	39.5	-121.5	North America	Maiduan	Penutian	FALSE	FALSE
tho	thom1243	Thompson	49.75	-121.75	North America	Interior Salish	Salishan	FALSE	FALSE
tec	tekt1235	Tectiteco	15.41666667	-92.08333333	North America	Mayan	Mayan	FALSE	FALSE
yct	yuca1254	Yucatec	20	-89	North America	Mayan	Mayan	FALSE	FALSE
coe	coeu1236	Coeur d'Alene	47.25	-116.5	North America	Interior Salish	Salishan	FALSE	FALSE
tep	tlac1235	Tepehua (Tlachichilco)	20.58333333	-98.25	North America	Totonacan	Totonacan	FALSE	FALSE
squ	squa1248	Squamish	49.66666667	-123.1666667	North America	Central Salish	Salishan	FALSE	TRUE
zqs	high1276	Popoluca (Sierra)	18.33333333	-95.16666667	North America	Mixe-Zoque	Mixe-Zoque	FALSE	FALSE
ixi	ixil1251	Ixil	15.5	-91	North America	Mayan	Mayan	FALSE	FALSE
hav	hava1248	Havasupai	35.75	-112.5	North America	Yuman	Hokan	FALSE	FALSE
src	sars1236	Sarcee	52.5	-116	North America	Athapaskan	Na-Dene	FALSE	FALSE
cad	cadd1256	Caddo	33.33333333	-93.5	North America	Caddoan	Caddoan	FALSE	FALSE
beo	beot1247	Beothuk	48	-57	North America	Beothuk	Beothuk	FALSE	FALSE
als	alse1251	Alsea	44.66666667	-123.9166667	North America	Alsea	Oregon Coast	FALSE	FALSE
osa	osag1243	Osage	37	-94	North America	Core Siouan	Siouan	FALSE	FALSE
bco	bell1243	Bella Coola	52.5	-126.6666667	North America	Bella Coola	Salishan	FALSE	FALSE
tub	tuba1279	Tubar	27	-108	North America	Tubar	Uto-Aztecan	FALSE	FALSE
kek	kekc1242	K'ekchí	16	-89.83333333	North America	Mayan	Mayan	FALSE	FALSE
tnc	tana1290	Tanacross	63.5	-143.5	North America	Athapaskan	Na-Dene	FALSE	FALSE
mwp	plai1259	Miwok (Plains)	38	-121	North America	Miwok	Penutian	FALSE	FALSE
tbb	tuba1278	Tübatulabal	36	-118.3333333	North America	California Uto-Aztecan	Uto-Aztecan	FALSE	FALSE
mno	mono1275	Mono (in United States)	38	-119	North America	Numic	Uto-Aztecan	FALSE	FALSE
siu	sius1254	Siuslaw	44	-124	North America	Siuslawan	Oregon Coast	FALSE	FALSE
mut	sout2986	Mutsun	36.83333333	-121.5	North America	Costanoan	Penutian	FALSE	FALSE
coi	chor1273	Chortí	14.83333333	-89.25	North America	Mayan	Mayan	FALSE	FALSE
cku	wasc1239	Chinook (Upper)	45.62	-121.16	North America	Chinookan	Penutian	FALSE	FALSE
bgl	bugl1243	Buglere	8.5	-81.25	North America	Guaymiic	Chibchan	FALSE	FALSE
itz	itza1241	Itzaj	17	-89.83333333	North America	Mayan	Mayan	FALSE	FALSE
mak	maka1318	Makah	48.33333333	-124.6666667	North America	Southern Wakashan	Wakashan	TRUE	TRUE
kut	kute1249	Kutenai	49.5	-116	North America	Kutenai	Kutenai	TRUE	TRUE
zap	mitl1236	Zapotec (Mitla)	16.8	-96.25	North America	Zapotecan	Oto-Manguean	FALSE	FALSE
zsq	sanj1284	Zapotec (San Lucas Quiaviní)	16.9	-96.46666667	North America	Zapotecan	Oto-Manguean	FALSE	FALSE
zai	isth1244	Zapotec (Isthmus)	16.416667	-95	North America	Zapotecan	Oto-Manguean	FALSE	FALSE
zya	yatz1235	Zapotec (Yatzachi)	17.2	-96.2	North America	Zapotecan	Oto-Manguean	FALSE	FALSE
zaq	sant1451	Zapotec (Quiegolani)	16.16666667	-96.08333333	North America	Zapotecan	Oto-Manguean	FALSE	FALSE
zzo	zoog1238	Zapotec (Zoogocho)	17.25	-96.25	North America	Zapotecan	Oto-Manguean	FALSE	FALSE
zaj	sier1250	Zapotec (Juárez)	17.5	-96.58333333	North America	Zapotecan	Oto-Manguean	FALSE	FALSE
zam	mixt1426	Zapotec (Mixtepec)	16.33333333	-96.33333333	North America	Zapotecan	Oto-Manguean	FALSE	FALSE
zpi	sout3005	Zapotec (Ixtlan)	17.25	-96.5	North America	Zapotecan	Oto-Manguean	FALSE	FALSE
zte	texm1235	Zapotec (Texmelucan)	16.5	-97.16666667	North America	Zapotecan	Oto-Manguean	FALSE	FALSE
qui	quil1240	Quileute	47.91666667	-124.25	North America	Chimakuan	Chimakuan	FALSE	FALSE
yaq	yaqu1251	Yaqui	27.5	-110.25	North America	Cahita	Uto-Aztecan	TRUE	TRUE
tnj	tana1289	Tanaina	62	-150	North America	Athapaskan	Na-Dene	FALSE	FALSE
bla	siks1238	Blackfoot	50	-112.6666667	North America	Algonquian	Algic	FALSE	FALSE
ocu	atzi1235	Ocuilteco	18.91666667	-99.66666667	North America	Matlatzincan	Oto-Manguean	FALSE	FALSE
psm	male1292	Passamaquoddy-Maliseet	45	-67	North America	Algonquian	Algic	FALSE	TRUE
pso	sout2982	Pomo (Southeastern)	39	-122.5	North America	Pomoan	Hokan	FALSE	TRUE
acm	achu1247	Achumawi	41.5	-121	North America	Palaihnihan	Hokan	FALSE	FALSE
pow	powh1243	Powhatan	37.33333333	-76.5	North America	Algonquian	Algic	FALSE	FALSE
che	cher1273	Cherokee	35.5	-83.5	North America	Southern Iroquoian	Iroquoian	FALSE	FALSE
coo	coos1249	Coos (Hanis)	43.5	-124.1666667	North America	Coosan	Oregon Coast	FALSE	TRUE
tzo	tzot1259	Tzotzil	16.5	-92.66666667	North America	Mayan	Mayan	FALSE	FALSE
onn	onon1246	Onondaga	42.75	-76.16666667	North America	Northern Iroquoian	Iroquoian	FALSE	FALSE
kkw	kara1289	Karankawa	28	-97	North America	Karankawa	Karankawa	FALSE	FALSE
aco	west2632	Acoma	34.91666667	-107.5833333	North America	Keresan	Keresan	TRUE	TRUE
mki	mika1239	Mikasuki	32	-85	North America	Muskogean	Muskogean	FALSE	FALSE
mtt	wamp1249	Massachusett	42.5	-71	North America	Algonquian	Algic	FALSE	FALSE
mic	mikm1235	Micmac	45	-63	North America	Algonquian	Algic	FALSE	FALSE
nbr	ngab1239	Ngäbere	8.666666667	-82	North America	Guaymiic	Chibchan	FALSE	FALSE
cre	plai1258	Cree (Plains)	54	-110	North America	Algonquian	Algic	TRUE	TRUE
agu	agua1252	Aguacatec	15.41666667	-91.33333333	North America	Mayan	Mayan	FALSE	FALSE
pme	east2545	Pomo (Eastern)	39	-122.6666667	North America	Pomoan	Hokan	FALSE	FALSE
cut	cuit1236	Cuitlatec	17.5	-101	North America	Cuitlatec	Cuitlatec	FALSE	FALSE
hid	hida1246	Hidatsa	47	-102.5	North America	Core Siouan	Siouan	FALSE	FALSE
tzu	tzut1248	Tzutujil	14.66666667	-91.33333333	North America	Mayan	Mayan	FALSE	FALSE
yan	yana1271	Yana	40.5	-122	North America	Yana	Hokan	FALSE	FALSE
uku	uppe1438	Upper Kuskokwim	63	-157	North America	Athapaskan	Na-Dene	FALSE	FALSE
wic	wich1260	Wichita	33.33333333	-97.33333333	North America	Caddoan	Caddoan	TRUE	TRUE
nav	nava1243	Navajo	36.16666667	-108	North America	Athapaskan	Na-Dene	FALSE	TRUE
jcr	jama1262	Jamaican Creole	18.16666667	-77.25	North America	Creoles and Pidgins	other	FALSE	FALSE
aci	achi1256	Achí	15.16666667	-90.5	North America	Mayan	Mayan	FALSE	FALSE
akr	arik1262	Arikara	45.5	-100.5	North America	Caddoan	Caddoan	FALSE	FALSE
jem	jeme1245	Jemez	35.83333333	-107	North America	Kiowa-Tanoan	Kiowa-Tanoan	FALSE	FALSE
mtl	matt1238	Mattole	40.16666667	-124.1666667	North America	Athapaskan	Na-Dene	FALSE	FALSE
cah	cahu1264	Cahuilla	33.5	-116.25	North America	California Uto-Aztecan	Uto-Aztecan	FALSE	TRUE
kyq	nuuc1236	Kyuquot	50.16666667	-127.1666667	North America	Southern Wakashan	Wakashan	FALSE	FALSE
nuu	noot1239	Nuuchahnulth	49.66666667	-126.6666667	North America	Southern Wakashan	Wakashan	FALSE	FALSE
dgx	dege1248	Degexit'an	62	-160	North America	Athapaskan	Na-Dene	FALSE	FALSE
zun	zuni1245	Zuni	35.08333333	-108.8333333	North America	Zuni	Zuni	FALSE	FALSE
cmc	come1251	Comecrudo	25.83333333	-99	North America	Comecrudan	Comecrudan	FALSE	FALSE
mco	coat1238	Mixe (Coatlán)	16.91666667	-95.66666667	North America	Mixe-Zoque	Mixe-Zoque	FALSE	FALSE
mth	tlah1239	Mixe (Tlahuitoltepec)	17.08333333	-96.16666667	North America	Mixe-Zoque	Mixe-Zoque	FALSE	FALSE
mtp	toto1305	Mixe (Totontepec)	17.25	-96	North America	Mixe-Zoque	Mixe-Zoque	FALSE	FALSE
sal	sali1253	Salinan	36	-121	North America	Salinan	Salinan	FALSE	FALSE
hwc	hawa1247	Hawaiian Creole	21.5	-158	North America	Creoles and Pidgins	other	FALSE	FALSE
crk	cree1270	Creek	34	-85	North America	Muskogean	Muskogean	FALSE	FALSE
eya	eyak1241	Eyak	60.5	-145	North America	Eyak	Na-Dene	FALSE	FALSE
pkm	poqo1254	Pokomchí	15.41666667	-90.5	North America	Mayan	Mayan	FALSE	FALSE
pot	pota1247	Potawatomi	44.5	-85	North America	Algonquian	Algic	FALSE	FALSE
wya	wyan1247	Wyandot	44.33333333	-77.5	North America	Northern Iroquoian	Iroquoian	FALSE	FALSE
ute	utes1238	Ute	39	-109	North America	Numic	Uto-Aztecan	FALSE	FALSE
put	utes1238	Paiute (Southern)	37.83333333	-113.3333333	North America	Numic	Uto-Aztecan	FALSE	FALSE
trg	tewa1260	Tewa (Rio Grande)	36.25	-106.1666667	North America	Kiowa-Tanoan	Kiowa-Tanoan	FALSE	FALSE
tsj	tewa1260	Tewa (San Juan Pueblo)	36.08333333	-106.0833333	North America	Kiowa-Tanoan	Kiowa-Tanoan	FALSE	FALSE
tew	tewa1260	Tewa (Arizona)	35.83333333	-110.4166667	North America	Kiowa-Tanoan	Kiowa-Tanoan	FALSE	FALSE
pam	cent2145	Pame	22	-99.5	North America	Pamean	Oto-Manguean	FALSE	FALSE
ton	tonk1249	Tonkawa	30.25	-96.75	North America	Tonkawa	Tonkawa	FALSE	FALSE
nez	nezp1238	Nez Perce	46	-116	North America	Sahaptian	Penutian	FALSE	TRUE
ccp	coco1261	Cocopa	32.33333333	-115	North America	Yuman	Hokan	FALSE	FALSE
omh	omah1247	Omaha	42	-97.25	North America	Core Siouan	Siouan	FALSE	FALSE
pop	mezo1235	Popoloca (Metzontla)	18.16666667	-97.5	North America	Popolocan	Oto-Manguean	FALSE	FALSE
psj	sanj1285	Popoloca (San Juan Atzingo)	18.16666667	-96.41666667	North America	Popolocan	Oto-Manguean	FALSE	FALSE
psv	coyo1236	Popoloca (San Vicente Coyotepec)	18.25	-97.83333333	North America	Popolocan	Oto-Manguean	FALSE	FALSE
kwe	west2635	Kanjobal (Western)	15.83333333	-91.83333333	North America	Mayan	Mayan	FALSE	FALSE
kea	qanj1241	Kanjobal (Eastern)	15.33333333	-91.66666667	North America	Mayan	Mayan	FALSE	FALSE
blx	bilo1248	Biloxi	30.5	-88.66666667	North America	Core Siouan	Siouan	FALSE	FALSE
trc	chic1273	Trique (Chicahuaxtla)	17.16666667	-97.83333333	North America	Mixtecan	Oto-Manguean	FALSE	FALSE
tri	copa1237	Trique (Copala)	17.16666667	-97.91666667	North America	Mixtecan	Oto-Manguean	FALSE	FALSE
shw	shaw1249	Shawnee	40	-83	North America	Algonquian	Algic	FALSE	FALSE
hui	huic1243	Huichol	22	-104	North America	Corachol	Uto-Aztecan	FALSE	FALSE
pur	pure1242	Purépecha	19.5	-101.6666667	North America	Tarascan	Tarascan	FALSE	FALSE
trb	teri1250	Teribe	9.333333333	-82.66666667	North America	Talamanca	Chibchan	FALSE	FALSE
tun	tuni1252	Tunica	32.66666667	-91	North America	Tunica	Tunica	FALSE	TRUE
brc	boru1252	Boruca	8.833333333	-83.25	North America	Talamanca	Chibchan	FALSE	FALSE
ptw	patw1250	Patwin	39	-122.3333333	North America	Wintuan	Penutian	FALSE	FALSE
cak	kaqc1270	Cakchiquel	14.5	-91	North America	Mayan	Mayan	FALSE	FALSE
hcr	hait1244	Haitian Creole	19	-72.5	North America	Creoles and Pidgins	other	FALSE	FALSE
mce	beli1260	Mískito Coast English Creole	16.25	-88.83333333	North America	Creoles and Pidgins	other	FALSE	FALSE
kit	kits1249	Kitsai	31.83333333	-96.5	North America	Caddoan	Caddoan	FALSE	FALSE
sto	ston1242	Stoney	53.75	-116.5	North America	Core Siouan	Siouan	FALSE	FALSE
dak	dako1258	Dakota	45	-93.5	North America	Core Siouan	Siouan	FALSE	FALSE
mll	mola1238	Molala	44.5	-122.5	North America	Molala	Penutian	FALSE	FALSE
pap	papi1253	Papiamentu	12.25	-69	North America	Creoles and Pidgins	other	FALSE	FALSE
ctw	cata1286	Catawba	35.5	-80.5	North America	Catawban	Siouan	FALSE	FALSE
ond	onei1249	Oneida	43	-75.66666667	North America	Northern Iroquoian	Iroquoian	TRUE	TRUE
yki	yuki1243	Yuki	39.66666667	-123.5	North America	Yukian	Wappo-Yukian	FALSE	FALSE
hve	sanm1287	Huave (San Mateo del Mar)	16.21666667	-95	North America	Huavean	Huavean	FALSE	FALSE
mne	nort2952	Maidu (Northeast)	40	-120.6666667	North America	Maiduan	Penutian	FALSE	FALSE
